id_rh,nilai_rh
RH59249,84.7
RH59250,84.9
RH59251,84.7
RH59252,84.4
RH59253,84.4
RH59254,84.4
RH59255,84.8
RH59256,85
RH59257,85.3
RH59258,85
RH59259,85.3
RH59260,85.5
RH59261,85.7
RH59262,85.7
RH59263,85.8
RH59264,85.6
RH59265,85.9
RH59266,86.1
RH59267,85.7
RH59268,85.4
RH59269,85.6
RH59270,85.3
RH59271,84.9
RH59272,84.8
RH59273,84.6
RH59274,84.1
RH59275,83.3
RH59276,82.5
RH59277,81.7
RH59278,82.2
RH59279,79.8
RH59280,80.1
RH59281,79.7
RH59282,76.8
RH59283,76
RH59284,76.2
RH59285,75
RH59286,76.3
RH59287,75.1
RH59288,73.9
RH59289,73.1
RH59290,71.9
RH59291,71
RH59292,70.1
RH59293,67.6
RH59294,65.3
RH59295,64.6
RH59296,62.2
RH59297,62.9
RH59298,64.7
RH59299,63.3
RH59300,63.4
RH59301,62.3
RH59302,61.5
RH59303,60.5
RH59304,59.4
RH59305,58.8
RH59306,58.2
RH59307,57.3
RH59308,58.1
RH59309,58.9
RH59310,58.9
RH59311,58.7
RH59312,61.7
RH59313,64.3
RH59314,66.6
RH59315,69
RH59316,69.8
RH59317,70.2
RH59318,72.7
RH59319,75.4
RH59320,81.1
RH59321,82
RH59322,81.2
RH59323,80.9
RH59324,79.9
RH59325,76.3
RH59326,74
RH59327,69.1
RH59328,66.6
RH59329,66.3
RH59330,63.8
RH59331,64.6
RH59332,65.4
RH59333,64.3
RH59334,65.4
RH59335,65.6
RH59336,67.9
RH59337,69.3
RH59338,70.2
RH59339,72.1
RH59340,73.6
RH59341,74.2
RH59342,75.4
RH59343,76.5
RH59344,77.2
RH59345,77.7
RH59346,77.5
RH59347,77
RH59348,77.4
RH59349,76.9
RH59350,77.5
RH59351,77.9
RH59352,78.2
RH59353,78.6
RH59354,79
RH59355,78.9
RH59356,79.1
RH59357,79.3
RH59358,79.9
RH59359,80.2
RH59360,80
RH59361,80
RH59362,80
RH59363,79.7
RH59364,80.3
RH59365,80.7
RH59366,81
RH59367,81.4
RH59368,81.4
RH59369,81.1
RH59370,81.2
RH59371,81
RH59372,80.8
RH59373,80.5
RH59374,80.4
RH59375,80.1
RH59376,80.1
RH59377,80.5
RH59378,80.4
RH59379,80.6
RH59380,81
RH59381,81.4
RH59382,81.7
RH59383,81.8
RH59384,82.3
RH59385,82.5
RH59386,82.8
RH59387,82.7
RH59388,82.7
RH59389,82.7
RH59390,82.3
RH59391,82.5
RH59392,82.9
RH59393,82.9
RH59394,83.2
RH59395,83.5
RH59396,83.7
RH59397,84.4
RH59398,84.5
RH59399,84.5
RH59400,84.7
RH59401,85.1
RH59402,85.3
RH59403,85.2
RH59404,86
RH59405,86.2
RH59406,85.8
RH59407,85.8
RH59408,86.5
RH59409,86.7
RH59410,86.9
RH59411,87
RH59412,87
RH59413,87.6
RH59414,87.6
RH59415,88.2
RH59416,88.3
RH59417,88.1
RH59418,87.8
RH59419,86.6
RH59420,84.3
RH59421,82.7
RH59422,81.2
RH59423,79.7
RH59424,78.4
RH59425,77.3
RH59426,75.7
RH59427,74.4
RH59428,75
RH59429,74.4
RH59430,73.2
RH59431,71.3
RH59432,68.8
RH59433,67.7
RH59434,62.7
RH59435,63.6
RH59436,62.7
RH59437,56.6
RH59438,56
RH59439,57.5
RH59440,60.2
RH59441,57.5
RH59442,56.8
RH59443,56.3
RH59444,58.5
RH59445,59.2
RH59446,57.2
RH59447,59
RH59448,59.8
RH59449,58.7
RH59450,56.7
RH59451,56.8
RH59452,56.5
RH59453,56
RH59454,59.6
RH59455,59.8
RH59456,60.8
RH59457,59.3
RH59458,58.4
RH59459,58.6
RH59460,63
RH59461,62.7
RH59462,60.6
RH59463,58.4
RH59464,57.4
RH59465,57.8
RH59466,58
RH59467,58.7
RH59468,60.6
RH59469,61.4
RH59470,62.4
RH59471,63.3
RH59472,63
RH59473,63.4
RH59474,63.9
RH59475,63
RH59476,64.2
RH59477,64.1
RH59478,64.2
RH59479,64.3
RH59480,64.6
RH59481,64.4
RH59482,65.2
RH59483,66.5
RH59484,67.1
RH59485,68.1
RH59486,69.7
RH59487,70.9
RH59488,72.5
RH59489,73.8
RH59490,74.5
RH59491,76.8
RH59492,76.2
RH59493,75.9
RH59494,76.2
RH59495,77.8
RH59496,79
RH59497,79
RH59498,79.2
RH59499,80.2
RH59500,80.1
RH59501,80
RH59502,79.7
RH59503,79.5
RH59504,79.9
RH59505,79.7
RH59506,81.1
RH59507,82.5
RH59508,83
RH59509,82.4
RH59510,81.6
RH59511,81.8
RH59512,82.6
RH59513,83.7
RH59514,84.6
RH59515,84.8
RH59516,84.1
RH59517,84.6
RH59518,85.2
RH59519,85
RH59520,85.6
RH59521,86.5
RH59522,87.1
RH59523,87.4
RH59524,87.1
RH59525,86.3
RH59526,84.5
RH59527,83.9
RH59528,83.6
RH59529,84.2
RH59530,85
RH59531,85.7
RH59532,85.7
RH59533,86.2
RH59534,86.7
RH59535,86.3
RH59536,86
RH59537,86.4
RH59538,86.7
RH59539,86.6
RH59540,86.6
RH59541,87.3
RH59542,87.3
RH59543,87.7
RH59544,88.2
RH59545,88.6
RH59546,88.6
RH59547,88.8
RH59548,89
RH59549,88.8
RH59550,89.4
RH59551,89.6
RH59552,89.4
RH59553,90
RH59554,90.1
RH59555,90.3
RH59556,90.2
RH59557,89.9
RH59558,90.5
RH59559,90.7
RH59560,90.9
RH59561,91.4
RH59562,91.1
RH59563,89.4
RH59564,87.6
RH59565,85.8
RH59566,84.8
RH59567,84.4
RH59568,82.9
RH59569,80.2
RH59570,77.4
RH59571,75.5
RH59572,75.7
RH59573,74
RH59574,70.8
RH59575,71.5
RH59576,72.5
RH59577,73
RH59578,74.2
RH59579,73.8
RH59580,73.6
RH59581,71.9
RH59582,71.5
RH59583,73.5
RH59584,74.4
RH59585,74.7
RH59586,72.1
RH59587,70.8
RH59588,69.5
RH59589,68.6
RH59590,66.2
RH59591,62.8
RH59592,62
RH59593,62.1
RH59594,60.1
RH59595,59.4
RH59596,66
RH59597,62.1
RH59598,59.4
RH59599,60.8
RH59600,58.1
RH59601,58.9
RH59602,64.7
RH59603,67.7
RH59604,67.1
RH59605,64.8
RH59606,63.5
RH59607,64.2
RH59608,62.3
RH59609,61.2
RH59610,62.6
RH59611,61.7
RH59612,61.7
RH59613,61.8
RH59614,62.6
RH59615,63
RH59616,62.5
RH59617,61
RH59618,61.1
RH59619,66.1
RH59620,67.1
RH59621,65.4
RH59622,63.9
RH59623,64.6
RH59624,66.1
RH59625,63.1
RH59626,71
RH59627,73.8
RH59628,74.5
RH59629,75
RH59630,76.3
RH59631,78.3
RH59632,79.9
RH59633,80.8
RH59634,80.9
RH59635,80.8
RH59636,81.5
RH59637,81.1
RH59638,81.7
RH59639,81.7
RH59640,83
RH59641,83.4
RH59642,82.8
RH59643,82.8
RH59644,83.2
RH59645,82.9
RH59646,82.6
RH59647,82.6
RH59648,83.2
RH59649,84.4
RH59650,84.1
RH59651,83.4
RH59652,81.9
RH59653,81.2
RH59654,81.3
RH59655,81.4
RH59656,82.7
RH59657,83.2
RH59658,82.8
RH59659,83.3
RH59660,83.7
RH59661,83.8
RH59662,84
RH59663,83.8
RH59664,84.1
RH59665,84.3
RH59666,84.5
RH59667,84
RH59668,84.5
RH59669,85.1
RH59670,85.4
RH59671,85.5
RH59672,85.5
RH59673,86.1
RH59674,85.9
RH59675,85.9
RH59676,85.8
RH59677,84.9
RH59678,85.2
RH59679,85.8
RH59680,86.2
RH59681,86.9
RH59682,87.1
RH59683,86.6
RH59684,84.8
RH59685,83.4
RH59686,82.1
RH59687,85.4
RH59688,90.4
RH59689,91.5
RH59690,92.1
RH59691,92.3
RH59692,92.3
RH59693,93.1
RH59694,90.4
RH59695,87.4
RH59696,86.4
RH59697,87.2
RH59698,87.6
RH59699,87.8
RH59700,87.6
RH59701,88.9
RH59702,87.8
RH59703,86.5
RH59704,86.4
RH59705,84.9
RH59706,84.9
RH59707,86.1
RH59708,85.7
RH59709,85.8
RH59710,85
RH59711,84.7
RH59712,84.9
RH59713,84.6
RH59714,84.1
RH59715,83.3
RH59716,83.3
RH59717,83.6
RH59718,83.9
RH59719,84.2
RH59720,84.4
RH59721,80.8
RH59722,79.1
RH59723,78.3
RH59724,74
RH59725,74.2
RH59726,73.5
RH59727,70.4
RH59728,70.8
RH59729,68.1
RH59730,69.5
RH59731,69.5
RH59732,66.7
RH59733,64.7
RH59734,64.6
RH59735,64.3
RH59736,63.4
RH59737,64.4
RH59738,64.9
RH59739,63.5
RH59740,63.6
RH59741,63
RH59742,62.8
RH59743,62.2
RH59744,59.9
RH59745,60.6
RH59746,63.2
RH59747,64.7
RH59748,64.9
RH59749,66.2
RH59750,65.9
RH59751,65.5
RH59752,66.6
RH59753,66.5
RH59754,65.9
RH59755,67.7
RH59756,68.4
RH59757,70.4
RH59758,70.2
RH59759,70.5
RH59760,71.3
RH59761,71
RH59762,70.9
RH59763,73
RH59764,74.6
RH59765,74.8
RH59766,75.5
RH59767,76.1
RH59768,76.6
RH59769,77.4
RH59770,78.7
RH59771,79.5
RH59772,79.7
RH59773,79.9
RH59774,80.1
RH59775,79
RH59776,77
RH59777,77.1
RH59778,75.7
RH59779,74.6
RH59780,75.2
RH59781,75.2
RH59782,75.8
RH59783,76
RH59784,75.5
RH59785,74.7
RH59786,73.9
RH59787,74.2
RH59788,74.9
RH59789,75.7
RH59790,76.1
RH59791,76.4
RH59792,76.3
RH59793,76.5
RH59794,76.5
RH59795,76.8
RH59796,77.8
RH59797,79.3
RH59798,80.1
RH59799,81.4
RH59800,81.5
RH59801,81.5
RH59802,81.3
RH59803,80.8
RH59804,80.8
RH59805,81.2
RH59806,81.5
RH59807,81.9
RH59808,82.2
RH59809,82.5
RH59810,82.4
RH59811,82.6
RH59812,82.7
RH59813,83.2
RH59814,83.5
RH59815,83.5
RH59816,83.6
RH59817,83.6
RH59818,83.5
RH59819,83.3
RH59820,83.2
RH59821,82.8
RH59822,82.7
RH59823,82.9
RH59824,82.4
RH59825,82.6
RH59826,82.8
RH59827,82.8
RH59828,83.2
RH59829,83.3
RH59830,83.9
RH59831,84.5
RH59832,84.8
RH59833,85.2
RH59834,85.5
RH59835,85.9
RH59836,86.1
RH59837,85.2
RH59838,84.6
RH59839,84.2
RH59840,83.9
RH59841,83.4
RH59842,84
RH59843,84.5
RH59844,85.1
RH59845,85.5
RH59846,85.2
RH59847,85.1
RH59848,84.6
RH59849,83.8
RH59850,83.1
RH59851,82.6
RH59852,82
RH59853,81.9
RH59854,82.4
RH59855,82.3
RH59856,81.3
RH59857,79.7
RH59858,79.4
RH59859,77.5
RH59860,76.2
RH59861,74.2
RH59862,72.9
RH59863,73.3
RH59864,68.2
RH59865,66.1
RH59866,65.7
RH59867,64.8
RH59868,62.7
RH59869,63.6
RH59870,63.2
RH59871,63.5
RH59872,65.6
RH59873,66
RH59874,65.9
RH59875,66.6
RH59876,64
RH59877,62.2
RH59878,62.8
RH59879,63
RH59880,62.3
RH59881,62.9
RH59882,62.6
RH59883,61.4
RH59884,62.7
RH59885,63.1
RH59886,62.7
RH59887,64.6
RH59888,65
RH59889,66.2
RH59890,64.8
RH59891,62
RH59892,63
RH59893,61.6
RH59894,61.3
RH59895,61.6
RH59896,61.6
RH59897,63.1
RH59898,63.9
RH59899,65.6
RH59900,67.5
RH59901,68.5
RH59902,70.2
RH59903,70.6
RH59904,71.9
RH59905,73.2
RH59906,73.2
RH59907,71.9
RH59908,71.6
RH59909,70.6
RH59910,70.3
RH59911,69.7
RH59912,70.7
RH59913,70.8
RH59914,70.2
RH59915,70.5
RH59916,71.6
RH59917,72.9
RH59918,72.9
RH59919,72.8
RH59920,73.1
RH59921,73.9
RH59922,74.6
RH59923,75.1
RH59924,75.3
RH59925,75.2
RH59926,75.2
RH59927,75
RH59928,75
RH59929,75.1
RH59930,76.1
RH59931,76.9
RH59932,77.3
RH59933,78.3
RH59934,78.4
RH59935,79.1
RH59936,79.9
RH59937,80.6
RH59938,81.3
RH59939,81.7
RH59940,81.9
RH59941,81.9
RH59942,81.5
RH59943,81.2
RH59944,81
RH59945,80.4
RH59946,80.1
RH59947,80.1
RH59948,79.8
RH59949,79.8
RH59950,80.1
RH59951,80
RH59952,80.2
RH59953,81.7
RH59954,83
RH59955,84.5
RH59956,85.2
RH59957,84.9
RH59958,84.3
RH59959,84.6
RH59960,84.7
RH59961,84.8
RH59962,85.4
RH59963,85.7
RH59964,86.2
RH59965,86.8
RH59966,87.1
RH59967,87.5
RH59968,88
RH59969,88.4
RH59970,88.6
RH59971,88.8
RH59972,89.1
RH59973,89.5
RH59974,89.6
RH59975,89.9
RH59976,90
RH59977,90.1
RH59978,90.3
RH59979,90.4
RH59980,90.3
RH59981,90.3
RH59982,90.5
RH59983,90.5
RH59984,90.4
RH59985,90.5
RH59986,91.1
RH59987,91.5
RH59988,91.7
RH59989,92.3
RH59990,92.6
RH59991,92.7
RH59992,92.6
RH59993,92.1
RH59994,90.3
RH59995,87.3
RH59996,85.7
RH59997,84.7
RH59998,83.6
RH59999,82.6
RH60000,81.4
RH60001,80.5
RH60002,80.1
RH60003,80.4
RH60004,79.8
RH60005,78.2
RH60006,76.4
RH60007,74.5
RH60008,72.9
RH60009,71.9
RH60010,71.5
RH60011,71.5
RH60012,68
RH60013,67.6
RH60014,66.2
RH60015,64.6
RH60016,62.7
RH60017,61.8
RH60018,61
RH60019,59.2
RH60020,58.3
RH60021,59.6
RH60022,57.8
RH60023,56.3
RH60024,56.2
RH60025,54.8
RH60026,53.5
RH60027,53.6
RH60028,52.7
RH60029,50.4
RH60030,50.3
RH60031,50.2
RH60032,52.4
RH60033,53.9
RH60034,54.8
RH60035,53.1
RH60036,54.2
RH60037,55.7
RH60038,55.6
RH60039,56.6
RH60040,56.8
RH60041,56
RH60042,55.9
RH60043,54.7
RH60044,51.5
RH60045,51.2
RH60046,61.4
RH60047,66.2
RH60048,64.8
RH60049,63.9
RH60050,63.9
RH60051,64
RH60052,64.1
RH60053,63.1
RH60054,63.9
RH60055,65.5
RH60056,68.3
RH60057,70.4
RH60058,71.9
RH60059,72.5
RH60060,72
RH60061,72.9
RH60062,73.8
RH60063,75.3
RH60064,75.7
RH60065,74.7
RH60066,75.6
RH60067,77.4
RH60068,75.9
RH60069,74.4
RH60070,78
RH60071,80.5
RH60072,80.8
RH60073,80
RH60074,79.3
RH60075,80.2
RH60076,81.3
RH60077,81
RH60078,82.2
RH60079,82.6
RH60080,82.7
RH60081,82.7
RH60082,83.1
RH60083,82.5
RH60084,82.1
RH60085,81.9
RH60086,82.2
RH60087,82.2
RH60088,82.4
RH60089,82.5
RH60090,82.4
RH60091,83.4
RH60092,82.9
RH60093,82.7
RH60094,83.2
RH60095,82.8
RH60096,82.1
RH60097,82.4
RH60098,83.3
RH60099,83.5
RH60100,83.6
RH60101,83.6
RH60102,83.4
RH60103,83.5
RH60104,83.1
RH60105,83.1
RH60106,83.6
RH60107,83.7
RH60108,84
RH60109,84.2
RH60110,83.8
RH60111,83.3
RH60112,83.1
RH60113,83
RH60114,82.6
RH60115,82.8
RH60116,82.7
RH60117,83.4
RH60118,84
RH60119,84.6
RH60120,83.8
RH60121,83.7
RH60122,84
RH60123,84.6
RH60124,85
RH60125,85.1
RH60126,84.9
RH60127,84.7
RH60128,84.9
RH60129,86.1
RH60130,88
RH60131,89.1
RH60132,89.9
RH60133,90.2
RH60134,90.2
RH60135,90.4
RH60136,90.4
RH60137,89
RH60138,87.6
RH60139,86.5
RH60140,85.2
RH60141,83
RH60142,81.3
RH60143,79
RH60144,76.9
RH60145,75.4
RH60146,74.2
RH60147,73.8
RH60148,73.9
RH60149,72.7
RH60150,69.6
RH60151,69.9
RH60152,70.7
RH60153,71
RH60154,69.5
RH60155,67.9
RH60156,67.1
RH60157,66.5
RH60158,66
RH60159,63.6
RH60160,60.5
RH60161,58.8
RH60162,56.1
RH60163,55
RH60164,55.9
RH60165,57.5
RH60166,58.2
RH60167,56.5
RH60168,54.3
RH60169,54
RH60170,51.7
RH60171,48.9
RH60172,48.3
RH60173,47.7
RH60174,48.8
RH60175,48.8
RH60176,53.4
RH60177,53.1
RH60178,53.5
RH60179,53.7
RH60180,57.4
RH60181,58.6
RH60182,56.6
RH60183,57.3
RH60184,56.4
RH60185,56.9
RH60186,60
RH60187,80.2
RH60188,78.8
RH60189,81
RH60190,81.5
RH60191,84.4
RH60192,88.3
RH60193,85.1
RH60194,84.2
RH60195,85.4
RH60196,85.5
RH60197,83.9
RH60198,82.1
RH60199,80.4
RH60200,80.1
RH60201,81.6
RH60202,79.9
RH60203,79.9
RH60204,81.5
RH60205,82.1
RH60206,82.6
RH60207,83.2
RH60208,82.3
RH60209,82.9
RH60210,82.4
RH60211,82.6
RH60212,84.2
RH60213,83.9
RH60214,83.9
RH60215,82.9
RH60216,82.1
RH60217,84.3
RH60218,85.1
RH60219,85.2
RH60220,85.4
RH60221,85.1
RH60222,85
RH60223,86.2
RH60224,86.5
RH60225,87.4
RH60226,88.5
RH60227,89.2
RH60228,89.6
RH60229,89.8
RH60230,90
RH60231,90.1
RH60232,89.5
RH60233,88.7
RH60234,88.7
RH60235,89.3
RH60236,90.1
RH60237,91.1
RH60238,91.9
RH60239,92
RH60240,91.9
RH60241,91.4
RH60242,91.3
RH60243,91.8
RH60244,91.7
RH60245,91.8
RH60246,91.9
RH60247,92.1
RH60248,92.6
RH60249,93
RH60250,93.3
RH60251,93.6
RH60252,93.4
RH60253,93.7
RH60254,93.8
RH60255,94.1
RH60256,94.6
RH60257,95
RH60258,95.2
RH60259,95.2
RH60260,94.9
RH60261,93.6
RH60262,93.3
RH60263,93.7
RH60264,94.3
RH60265,94.5
RH60266,95.1
RH60267,95
RH60268,94
RH60269,94.2
RH60270,94.5
RH60271,94.3
RH60272,94.7
RH60273,94.8
RH60274,95
RH60275,95.2
RH60276,95.3
RH60277,95.3
RH60278,95.2
RH60279,95.2
RH60280,95.3
RH60281,95.3
RH60282,95.3
RH60283,94.8
RH60284,93.9
RH60285,92.4
RH60286,90.6
RH60287,88.6
RH60288,85.8
RH60289,82.4
RH60290,80.6
RH60291,78.3
RH60292,77.8
RH60293,76.2
RH60294,76.1
RH60295,75.5
RH60296,73.8
RH60297,74.9
RH60298,72.5
RH60299,72.1
RH60300,71.8
RH60301,69.4
RH60302,68.1
RH60303,64.9
RH60304,65
RH60305,64.5
RH60306,62.5
RH60307,63.6
RH60308,66
RH60309,80.1
RH60310,80.4
RH60311,80.9
RH60312,81.3
RH60313,81
RH60314,80.2
RH60315,81.6
RH60316,82.5
RH60317,83.5
RH60318,83.9
RH60319,81.8
RH60320,78.3
RH60321,76.5
RH60322,76.1
RH60323,75.4
RH60324,75.8
RH60325,75.5
RH60326,75.7
RH60327,75.2
RH60328,73.8
RH60329,72.7
RH60330,72.4
RH60331,70.9
RH60332,72
RH60333,72.2
RH60334,73.6
RH60335,72
RH60336,70.2
RH60337,71.3
RH60338,72.7
RH60339,73.5
RH60340,73.2
RH60341,73.8
RH60342,74.1
RH60343,75
RH60344,76.4
RH60345,77.3
RH60346,78.2
RH60347,79.8
RH60348,81.6
RH60349,82.9
RH60350,84
RH60351,84.3
RH60352,84.5
RH60353,84.6
RH60354,84.6
RH60355,84.4
RH60356,84
RH60357,83.8
RH60358,84.4
RH60359,86.3
RH60360,88.2
RH60361,88.4
RH60362,88.7
RH60363,88.9
RH60364,88.7
RH60365,89.2
RH60366,89.8
RH60367,90.3
RH60368,90.9
RH60369,91
RH60370,91.4
RH60371,91.6
RH60372,91.5
RH60373,91.7
RH60374,91.7
RH60375,91.1
RH60376,89.9
RH60377,88.7
RH60378,86.5
RH60379,85.2
RH60380,83.9
RH60381,83.9
RH60382,84.6
RH60383,84.4
RH60384,85.1
RH60385,86.2
RH60386,85.3
RH60387,84.7
RH60388,85
RH60389,86
RH60390,86.2
RH60391,86.2
RH60392,86.4
RH60393,86.5
RH60394,86.4
RH60395,86.4
RH60396,86.7
RH60397,87.1
RH60398,87.2
RH60399,87.5
RH60400,87.3
RH60401,86.5
RH60402,86.4
RH60403,86.9
RH60404,86.9
RH60405,87
RH60406,86.4
RH60407,86
RH60408,86.1
RH60409,86.4
RH60410,87.1
RH60411,87.8
RH60412,87.8
RH60413,87.8
RH60414,88.5
RH60415,88.7
RH60416,87.9
RH60417,87.7
RH60418,88.3
RH60419,88.2
RH60420,88.7
RH60421,89.4
RH60422,88.7
RH60423,88.3
RH60424,87.7
RH60425,86.6
RH60426,85.2
RH60427,84.2
RH60428,82.4
RH60429,81.2
RH60430,80.5
RH60431,79.8
RH60432,78.9
RH60433,77.9
RH60434,76.8
RH60435,76.5
RH60436,75.7
RH60437,75.5
RH60438,75.1
RH60439,74.4
RH60440,72.5
RH60441,71.5
RH60442,71.1
RH60443,70.6
RH60444,70.2
RH60445,70.4
RH60446,69.1
RH60447,68.1
RH60448,68.2
RH60449,68.5
RH60450,67.5
RH60451,67.6
RH60452,64.9
RH60453,65.8
RH60454,65.7
RH60455,65.3
RH60456,64.6
RH60457,64.3
RH60458,65.4
RH60459,65.7
RH60460,63.8
RH60461,64.6
RH60462,65.5
RH60463,65.2
RH60464,64.5
RH60465,63.7
RH60466,64.5
RH60467,64.4
RH60468,61.5
RH60469,62.1
RH60470,63.2
RH60471,65.7
RH60472,68.4
RH60473,70.2
RH60474,71.3
RH60475,71.5
RH60476,72.4
RH60477,73.2
RH60478,73.5
RH60479,73.2
RH60480,72.6
RH60481,71.4
RH60482,70.5
RH60483,69.5
RH60484,69
RH60485,70.1
RH60486,71.1
RH60487,72.7
RH60488,73.2
RH60489,72.4
RH60490,73.4
RH60491,74.6
RH60492,75.6
RH60493,76.5
RH60494,77.3
RH60495,78.1
RH60496,79.5
RH60497,79.8
RH60498,80.1
RH60499,80.4
RH60500,80.9
RH60501,81.7
RH60502,81.9
RH60503,82.1
RH60504,82.1
RH60505,82.4
RH60506,82.7
RH60507,82.9
RH60508,83.1
RH60509,83.6
RH60510,83.8
RH60511,84
RH60512,83.1
RH60513,82.5
RH60514,84.7
RH60515,86.2
RH60516,85.5
RH60517,84.3
RH60518,83.8
RH60519,84.8
RH60520,85.2
RH60521,84.6
RH60522,85.6
RH60523,86.1
RH60524,86.5
RH60525,86.1
RH60526,85.9
RH60527,87.3
RH60528,88.8
RH60529,88.8
RH60530,88.9
RH60531,89
RH60532,89.4
RH60533,89.6
RH60534,89.4
RH60535,89.8
RH60536,89.9
RH60537,89.5
RH60538,90.1
RH60539,91.5
RH60540,92.3
RH60541,92.2
RH60542,92.2
RH60543,92.7
RH60544,92.8
RH60545,92.6
RH60546,92.6
RH60547,92.2
RH60548,92.5
RH60549,93.2
RH60550,93.6
RH60551,94
RH60552,93.9
RH60553,93.2
RH60554,92.7
RH60555,91.9
RH60556,92
RH60557,92.3
RH60558,92.5
RH60559,92.7
RH60560,93
RH60561,93.2
RH60562,93.1
RH60563,93.1
RH60564,93
RH60565,93
RH60566,93.2
RH60567,93.1
RH60568,92.7
RH60569,92.5
RH60570,92.2
RH60571,91.1
RH60572,90.1
RH60573,88.9
RH60574,87.4
RH60575,86
RH60576,85.3
RH60577,85
RH60578,84.3
RH60579,83.3
RH60580,81.8
RH60581,79.8
RH60582,77.6
RH60583,75.1
RH60584,75.3
RH60585,75.6
RH60586,72.6
RH60587,70.2
RH60588,68.9
RH60589,68.6
RH60590,67.6
RH60591,67.2
RH60592,65.6
RH60593,69.9
RH60594,70.4
RH60595,69.4
RH60596,68.8
RH60597,66.9
RH60598,62.4
RH60599,66.6
RH60600,67.1
RH60601,65.1
RH60602,64.2
RH60603,63.4
RH60604,62.8
RH60605,63.2
RH60606,62.3
RH60607,60.3
RH60608,61.2
RH60609,61.2
RH60610,60.6
RH60611,60.8
RH60612,58.5
RH60613,57.8
RH60614,59.2
RH60615,63.3
RH60616,63.8
RH60617,62.2
RH60618,63.5
RH60619,64.1
RH60620,64.7
RH60621,66
RH60622,67.2
RH60623,67
RH60624,65.1
RH60625,68.5
RH60626,71.5
RH60627,74
RH60628,74.3
RH60629,74.2
RH60630,73.7
RH60631,74.1
RH60632,74.2
RH60633,74
RH60634,74.1
RH60635,73.8
RH60636,74.3
RH60637,75.5
RH60638,75.9
RH60639,75.9
RH60640,76.1
RH60641,77.4
RH60642,80
RH60643,80.4
RH60644,79.4
RH60645,78.5
RH60646,80.4
RH60647,81.2
RH60648,80.4
RH60649,80.3
RH60650,82.1
RH60651,84
RH60652,83.4
RH60653,82.6
RH60654,84.7
RH60655,84.4
RH60656,84.4
RH60657,83.9
RH60658,85.6
RH60659,88.5
RH60660,88.7
RH60661,88.7
RH60662,90.6
RH60663,90.4
RH60664,89.8
RH60665,91
RH60666,91.6
RH60667,91.2
RH60668,90.4
RH60669,87.6
RH60670,86.1
RH60671,86.7
RH60672,86.4
RH60673,87
RH60674,87.9
RH60675,88.4
RH60676,88.4
RH60677,87.9
RH60678,87.9
RH60679,87.5
RH60680,87.1
RH60681,87.2
RH60682,87.6
RH60683,87.9
RH60684,88.2
RH60685,88.7
RH60686,88.7
RH60687,87.9
RH60688,88.5
RH60689,89.1
RH60690,89.7
RH60691,89.3
RH60692,88.9
RH60693,89
RH60694,89.5
RH60695,90.1
RH60696,90
RH60697,88.7
RH60698,88.9
RH60699,89.6
RH60700,90.1
RH60701,91
RH60702,91.2
RH60703,91.7
RH60704,91.7
RH60705,91.5
RH60706,90.6
RH60707,87.8
RH60708,85.6
RH60709,86.1
RH60710,88.2
RH60711,88.4
RH60712,87.9
RH60713,86.5
RH60714,85
RH60715,84.3
RH60716,84.2
RH60717,84.1
RH60718,82.9
RH60719,81.9
RH60720,83.6
RH60721,85.3
RH60722,86.4
RH60723,86.3
RH60724,86
RH60725,85.5
RH60726,85.2
RH60727,85.5
RH60728,85.2
RH60729,84.5
RH60730,82.6
RH60731,81.4
RH60732,79.4
RH60733,77.7
RH60734,76.5
RH60735,76.5
RH60736,76
RH60737,74.3
RH60738,74.1
RH60739,73.5
RH60740,73.5
RH60741,73.2
RH60742,71
RH60743,70.1
RH60744,69.9
RH60745,71.4
RH60746,73
RH60747,75.3
RH60748,79.6
RH60749,81.1
RH60750,81.4
RH60751,82.2
RH60752,83.3
RH60753,85
RH60754,86
RH60755,86.8
RH60756,87.8
RH60757,89.6
RH60758,90.3
RH60759,90.3
RH60760,90.4
RH60761,90.4
RH60762,90.1
RH60763,90.8
RH60764,91
RH60765,91.6
RH60766,92.5
RH60767,92.5
RH60768,91.4
RH60769,91.7
RH60770,91.6
RH60771,91.6
RH60772,91.4
RH60773,92.1
RH60774,92.2
RH60775,92.2
RH60776,92.6
RH60777,92
RH60778,87
RH60779,84
RH60780,83.1
RH60781,84.4
RH60782,84.1
RH60783,84
RH60784,86
RH60785,89.9
RH60786,91.6
RH60787,91.2
RH60788,90.8
RH60789,90.9
RH60790,91.4
RH60791,92.3
RH60792,92.6
RH60793,91.8
RH60794,92.2
RH60795,91.7
RH60796,90.1
RH60797,89.1
RH60798,90.7
RH60799,91.5
RH60800,91.5
RH60801,92.6
RH60802,93.4
RH60803,93.8
RH60804,94.3
RH60805,93.7
RH60806,93.4
RH60807,93.6
RH60808,91.8
RH60809,90.5
RH60810,91.4
RH60811,91.6
RH60812,91.5
RH60813,91.2
RH60814,90.7
RH60815,90.5
RH60816,90.1
RH60817,90.5
RH60818,91.1
RH60819,91.3
RH60820,91.2
RH60821,90.9
RH60822,93
RH60823,92.1
RH60824,90.7
RH60825,90.1
RH60826,89.8
RH60827,89.4
RH60828,88.6
RH60829,88.3
RH60830,87.9
RH60831,87.9
RH60832,88.6
RH60833,89.3
RH60834,89.5
RH60835,89.7
