_id,waktu,temperature,sun_radiation,Relative_humidity,wind_direction,wind_speed,pressure,rain_rate
199,2017-09-16 04:00,24.35,0.633333333,89.13333333,248.775,1.583333333,1001.491667,0
200,2017-09-16 06:00,24.48333333,0.958333333,89.44166667,227.7833333,1.35,1000.358333,0
201,2017-09-16 08:00,25.31666667,1.058333333,88.3,186.7166667,1.925,1000.108333,0
202,2017-09-16 10:00,25.95,16.21666667,86.475,167.7916667,2.075,1000.991667,0
203,2017-09-16 12:00,27.91666667,359.6416667,79.90833333,138.4,3.516666667,1002.108333,0
204,2017-09-16 14:00,31.26666667,821.5,59.54166667,79.30833333,6.658333333,1001.95,0
205,2017-09-16 16:00,32.49166667,758.6416667,51.85,71.725,6.816666667,1000.058333,0
206,2017-09-16 18:00,30.18333333,372.7166667,64.55833333,96.91666667,6.766666667,998.8,0
207,2017-09-16 20:00,29.96666667,291.9166667,64.65833333,97.275,5.566666667,998.1583333,0
208,2017-09-16 22:00,28.55,28.05,66.59166667,84.59166667,3.666666667,998.9166667,0
209,2017-09-17 00:00,26.19166667,0.475,80.925,97.26666667,1.575,1000.683333,0
210,2017-09-17 02:00,25.08333333,0.55,87.35833333,189.4333333,1.566666667,1001.616667,0
211,2017-09-17 04:00,24.34166667,0.466666667,90.11666667,270.7666667,1.475,1001.283333,0
212,2017-09-17 06:00,23.70833333,0.541666667,91.725,294.8916667,1.433333333,1000.65,0
213,2017-09-17 08:00,23.925,0.633333333,89.74166667,283.6,2.75,1000.475,0
214,2017-09-17 10:00,24.175,36.74166667,89.10833333,265.2416667,1.658333333,1001.108333,0
215,2017-09-17 12:00,27.76666667,422.4666667,75.09166667,143.8833333,1.966666667,1001.866667,0
216,2017-09-17 14:00,30.31666667,800.4833333,60.925,67.225,3.058333333,1001.533333,0
217,2017-09-17 16:00,32.34166667,874.5666667,49.25833333,64.51666667,2.875,999.3166667,0
218,2017-09-17 18:00,33.38333333,601.1083333,44.76666667,81.04166667,2.991666667,997.1,0
219,2017-09-17 20:00,31.66666667,432.4833333,62.81666667,201.7333333,5.7,996.1583333,0
220,2017-09-17 22:00,28.56666667,30.125,77.85833333,190.2416667,4.933333333,997.5416667,0
221,2017-09-18 00:00,27.575,0.533333333,82.33333333,141.675,2.408333333,999.5833333,0
222,2017-09-18 02:00,26.31666667,0.616666667,85.25,142.9333333,1.891666667,1000.491667,0
223,2017-09-18 04:00,26.05,0.95,85.175,186.5166667,1.383333333,1000.366667,0
224,2017-09-18 06:00,25.58333333,0.658333333,88.55833333,159.875,1.166666667,999.4,0
225,2017-09-18 08:00,24.90833333,0.875,90.925,159.6833333,1.7,998.9,0
226,2017-09-18 10:00,25.225,26.60833333,90.10833333,161.3166667,1.391666667,999.575,0
227,2017-09-18 12:00,27.49166667,270.8833333,77.10833333,171.5666667,2.266666667,1000.783333,0
228,2017-09-18 14:00,28.89166667,515.2833333,70.9,194.8416667,5.116666667,1000.591667,0
229,2017-09-18 16:00,31.03333333,1039.008333,59.71666667,203.1166667,5.875,998.85,0
230,2017-09-18 18:00,31.85833333,902.5166667,55.99166667,191.15,6.35,997.1,0
231,2017-09-18 20:00,30.58333333,416.7833333,60.225,182.9083333,6.791666667,996.5,0
232,2017-09-18 22:00,28.05833333,28.26666667,70.275,176.55,6.275,997.1166667,0
233,2017-09-19 00:00,27.325,0.575,74.30833333,203.8666667,5.3,999.05,0
234,2017-09-19 02:00,26.89166667,0.683333333,79.09166667,204.225,3.5,1000.533333,0
235,2017-09-19 04:00,26.30833333,0.6,80.275,215.025,3.308333333,1000.15,0
236,2017-09-19 06:00,23.94166667,0.416666667,91.39166667,318.4916667,1.941666667,999.0333333,0
237,2017-09-19 08:00,22.775,0.475,95.6,265.0083333,1.291666667,998.8,0
238,2017-09-19 10:00,22.53333333,34.875,95.55,100.4,1.3,999.125,0
239,2017-09-19 12:00,26.65,475.9666667,72.64166667,169.9833333,4.783333333,1000.016667,0
240,2017-09-19 14:00,29.29166667,932.95,59.83333333,188.9583333,4.783333333,999.7916667,0
241,2017-09-19 16:00,30.69166667,1068.691667,55.49166667,202.7833333,4.683333333,998.35,0
242,2017-09-19 18:00,31.13333333,927.5083333,54.45,198.975,6.55,996.5333333,0
243,2017-09-19 20:00,30.25833333,438.0583333,52.75833333,187.55,6.5,995.825,0
244,2017-09-19 22:00,28.19166667,30.78333333,57.5,177.1916667,5,996.5416667,0
245,2017-09-20 00:00,26.71666667,0.591666667,69.19166667,185.1,5.116666667,997.9583333,0
246,2017-09-20 02:00,25.91666667,0.516666667,76.45,190.975,4.333333333,999.0166667,0
247,2017-09-20 04:00,25.61666667,0.666666667,79.675,196.6833333,2.883333333,999.45,0
248,2017-09-20 06:00,25.475,0.6,81.43333333,197.45,3.65,998.8833333,0
249,2017-09-20 08:00,25,0.608333333,82.575,208.1,3.725,998.3833333,0
250,2017-09-20 10:00,25.16666667,37.30833333,83.375,204.425,4.133333333,998.8166667,0
251,2017-09-20 12:00,27.89166667,505.225,71.81666667,200.9583333,6.591666667,999.6833333,0
252,2017-09-20 14:00,30.025,949.475,61.06666667,196.6,7.633333333,999.775,0
253,2017-09-20 16:00,31.44166667,1056.466667,55.94166667,193.9083333,6.083333333,998.6,0
254,2017-09-20 18:00,32.05833333,916.6166667,48.775,198.075,7.325,996.8416667,0
255,2017-09-20 20:00,30.54166667,437.4916667,52.49166667,195.1166667,7.533333333,996.6166667,0
256,2017-09-20 22:00,28.275,26.09166667,65.56666667,189.15,6.325,997.425,0
257,2017-09-21 00:00,27.33333333,0.625,77.875,190.8833333,4.966666667,998.775,0
258,2017-09-21 02:00,26.78333333,0.525,80.8,192.0666667,5.116666667,999.7833333,0
259,2017-09-21 04:00,26,0.525,84.35833333,203.1583333,4.466666667,999.6,0
260,2017-09-21 06:00,25.74166667,0.55,86.29166667,205.625,4.641666667,998.5666667,0
261,2017-09-21 08:00,25.575,0.558333333,85.8,199.3416667,4.625,998.2416667,0
262,2017-09-21 10:00,25.38333333,37.99166667,87.175,194.1666667,3.916666667,998.9666667,0
263,2017-09-21 12:00,27.94166667,441.8166667,77.09166667,199.5166667,5.358333333,999.8833333,0
264,2017-09-21 14:00,29.54166667,607.275,68.2,201.775,6.458333333,1000.433333,0
265,2017-09-21 16:00,31.04166667,780.625,59.275,197.675,6.675,999.6833333,0
266,2017-09-21 18:00,31.30833333,546.75,53.75,196.5583333,6.191666667,998.4833333,0
267,2017-09-21 20:00,30.84166667,357.4916667,54.41666667,192.875,5.975,997.775,0
268,2017-09-21 22:00,28.625,28.59166667,65.70833333,187.275,5.883333333,998.275,0
269,2017-09-22 00:00,27.68333333,0.666666667,74.78333333,195.25,6.208333333,999.1916667,0
270,2017-09-22 02:00,27.06666667,0.591666667,82.1,198.8,6.008333333,1000.016667,0
271,2017-09-22 04:00,26.7,0.6,84.1,201.0083333,5.533333333,999.575,0
272,2017-09-22 06:00,26.39166667,0.575,86.13333333,206.7583333,5.483333333,998.6666667,0
273,2017-09-22 08:00,26.15833333,0.625,87.73333333,206.1166667,5.141666667,998.3083333,0
274,2017-09-22 10:00,26.3,41.19166667,87.14166667,202.1666667,5.266666667,998.7666667,0
275,2017-09-22 12:00,28.34166667,490.5916667,76.775,198.2,7,999.9666667,0
276,2017-09-22 14:00,29.53333333,640.8166667,70.075,195.3,6.8,1000.15,0
277,2017-09-22 16:00,29.59166667,425.0166667,67.11666667,193.4666667,6.033333333,998.9416667,0
278,2017-09-22 18:00,28.425,231.3083333,71.36666667,133.95,4.283333333,997.675,0
279,2017-09-22 20:00,28.85,182.0583333,70.10833333,176.175,5.316666667,996.725,0
280,2017-09-22 22:00,28.08333333,19.86666667,75.98333333,185.7333333,5.208333333,997.3416667,0
281,2017-09-23 00:00,27.29166667,0.641666667,79.425,176.0416667,5,998.25,0
282,2017-09-23 02:00,26.925,0.666666667,83.83333333,186.8083333,5.166666667,999.1166667,0
283,2017-09-23 04:00,26.575,0.741666667,82.9,201.1083333,4.475,998.9083333,0
284,2017-09-23 06:00,26.26666667,0.633333333,81.76666667,209.4166667,4.25,997.9583333,0
285,2017-09-23 08:00,26.01666667,0.766666667,83.475,183.2833333,2.341666667,998.15,0
286,2017-09-23 10:00,25.16666667,37.375,89.15833333,162.1166667,1.683333333,998.425,0
287,2017-09-23 12:00,28.25,460.35,73.6,230.8333333,2.375,998.7083333,0
288,2017-09-23 14:00,31.15,694.7166667,57.84166667,116.7333333,3.133333333,998.5666667,0
289,2017-09-23 16:00,32.1,535.8583333,54.35,126.7666667,3.883333333,996.9166667,0
290,2017-09-23 18:00,31.65,440.3,58.26666667,138.35,4.683333333,995.05,0
291,2017-09-23 20:00,30.025,249.225,70.94166667,189.8333333,5.675,994.3166667,0
292,2017-09-23 22:00,28.18333333,9.766666667,78.94166667,182.7333333,4.7,995.5,0
