id_sun_r,nilai_sun_r
SR57377,0.6
SR57378,0.6
SR57379,0.5
SR57380,0.5
SR57381,0.6
SR57382,0.5
SR57383,0.6
SR57384,0.4
SR57385,0.7
SR57386,0.6
SR57387,0.7
SR57388,0.8
SR57389,0.6
SR57390,0.6
SR57391,0.6
SR57392,0.7
SR57393,0.6
SR57394,0.7
SR57395,0.7
SR57396,0.6
SR57397,0.8
SR57398,1.7
SR57399,8.7
SR57400,24.1
SR57401,45.5
SR57402,72
SR57403,94.9
SR57404,132.9
SR57405,177.9
SR57406,201.3
SR57407,179.5
SR57408,203.1
SR57409,226.1
SR57410,255.7
SR57411,298.5
SR57412,348.5
SR57413,399.2
SR57414,419
SR57415,469.7
SR57416,595
SR57417,616.2
SR57418,529.1
SR57419,480.4
SR57420,525.6
SR57421,489.5
SR57422,464
SR57423,606
SR57424,710.9
SR57425,622.5
SR57426,742
SR57427,521.5
SR57428,487.6
SR57429,882.1
SR57430,880.8
SR57431,838.2
SR57432,527.8
SR57433,504
SR57434,448.7
SR57435,581.1
SR57436,752
SR57437,423.6
SR57438,612.9
SR57439,684.9
SR57440,404.1
SR57441,498.2
SR57442,396.6
SR57443,313
SR57444,233.6
SR57445,418.4
SR57446,684.9
SR57447,644.7
SR57448,781.7
SR57449,944.2
SR57450,799.8
SR57451,662.7
SR57452,677.8
SR57453,669.6
SR57454,519.4
SR57455,623.5
SR57456,629.7
SR57457,570.6
SR57458,517.8
SR57459,486.2
SR57460,447.8
SR57461,383.8
SR57462,342.4
SR57463,300
SR57464,247.9
SR57465,186.1
SR57466,130.2
SR57467,85.5
SR57468,53.6
SR57469,26
SR57470,15
SR57471,3.3
SR57472,0.5
SR57473,0.4
SR57474,0.5
SR57475,0.5
SR57476,0.4
SR57477,0.8
SR57478,0.9
SR57479,1.2
SR57480,1.2
SR57481,0.9
SR57482,0.9
SR57483,1.2
SR57484,1
SR57485,1.5
SR57486,0.9
SR57487,1
SR57488,0.8
SR57489,1
SR57490,1.3
SR57491,0.7
SR57492,0.7
SR57493,0.6
SR57494,0.8
SR57495,0.8
SR57496,0.7
SR57497,0.6
SR57498,0.8
SR57499,0.5
SR57500,0.8
SR57501,0.6
SR57502,0.9
SR57503,0.8
SR57504,0.5
SR57505,1
SR57506,1
SR57507,0.7
SR57508,0.6
SR57509,0.6
SR57510,0.6
SR57511,0.4
SR57512,0.7
SR57513,0.9
SR57514,0.9
SR57515,0.7
SR57516,0.8
SR57517,0.7
SR57518,0.6
SR57519,0.8
SR57520,0.8
SR57521,0.7
SR57522,0.7
SR57523,0.8
SR57524,0.8
SR57525,0.5
SR57526,0.7
SR57527,0.6
SR57528,0.6
SR57529,0.6
SR57530,0.7
SR57531,0.7
SR57532,0.7
SR57533,0.5
SR57534,0.7
SR57535,0.6
SR57536,0.7
SR57537,0.6
SR57538,0.9
SR57539,0.6
SR57540,0.6
SR57541,1.2
SR57542,2.6
SR57543,11.2
SR57544,25.1
SR57545,34.9
SR57546,43.6
SR57547,53.5
SR57548,95.4
SR57549,181.2
SR57550,170
SR57551,135.1
SR57552,319.5
SR57553,355.4
SR57554,150.4
SR57555,147.2
SR57556,345.8
SR57557,603.7
SR57558,604.9
SR57559,576.7
SR57560,472.3
SR57561,588.3
SR57562,714.2
SR57563,723.3
SR57564,598.6
SR57565,684.8
SR57566,876.9
SR57567,464.6
SR57568,853.5
SR57569,954.7
SR57570,712.1
SR57571,848.1
SR57572,1099.3
SR57573,988.2
SR57574,1105
SR57575,936.4
SR57576,975.6
SR57577,1115.3
SR57578,1008.2
SR57579,1025.3
SR57580,997.6
SR57581,883.6
SR57582,1082
SR57583,1098.2
SR57584,1064.8
SR57585,961.6
SR57586,1036.2
SR57587,1030.2
SR57588,1012.3
SR57589,998
SR57590,974.7
SR57591,922.4
SR57592,917.3
SR57593,890.7
SR57594,856.1
SR57595,798.4
SR57596,785.5
SR57597,745.8
SR57598,709.6
SR57599,661.7
SR57600,617.6
SR57601,576.1
SR57602,524.1
SR57603,465
SR57604,418.4
SR57605,358.5
SR57606,305.8
SR57607,238.6
SR57608,159.8
SR57609,115.4
SR57610,100.4
SR57611,67
SR57612,45.9
SR57613,30
SR57614,16.2
SR57615,2.5
SR57616,0.5
SR57617,0.7
SR57618,0.8
SR57619,0.7
SR57620,0.8
SR57621,0.8
SR57622,0.5
SR57623,0.6
SR57624,0.6
SR57625,0.6
SR57626,0.5
SR57627,0.6
SR57628,0.5
SR57629,0.5
SR57630,0.5
SR57631,0.5
SR57632,0.7
SR57633,0.8
SR57634,0.7
SR57635,1.1
SR57636,0.7
SR57637,0.5
SR57638,0.7
SR57639,0.7
SR57640,0.6
SR57641,0.8
SR57642,0.9
SR57643,0.6
SR57644,0.6
SR57645,0.9
SR57646,0.6
SR57647,0.7
SR57648,0.8
SR57649,1
SR57650,0.9
SR57651,0.9
SR57652,0.9
SR57653,0.7
SR57654,0.9
SR57655,0.8
SR57656,0.7
SR57657,1.2
SR57658,1.1
SR57659,1
SR57660,0.7
SR57661,0.7
SR57662,0.7
SR57663,0.6
SR57664,0.8
SR57665,0.7
SR57666,0.7
SR57667,0.7
SR57668,0.8
SR57669,0.8
SR57670,0.7
SR57671,0.7
SR57672,0.7
SR57673,0.6
SR57674,0.6
SR57675,0.8
SR57676,0.5
SR57677,0.9
SR57678,0.7
SR57679,0.5
SR57680,0.6
SR57681,0.7
SR57682,0.9
SR57683,0.6
SR57684,0.9
SR57685,1.2
SR57686,2.2
SR57687,13.1
SR57688,33
SR57689,58.2
SR57690,89.3
SR57691,144.3
SR57692,197.9
SR57693,255.8
SR57694,307.1
SR57695,358.6
SR57696,288
SR57697,214.4
SR57698,305
SR57699,192.4
SR57700,415.3
SR57701,469.6
SR57702,169.1
SR57703,213.9
SR57704,409.8
SR57705,563.4
SR57706,588.5
SR57707,772.6
SR57708,828.4
SR57709,602.5
SR57710,613.8
SR57711,371.2
SR57712,646.8
SR57713,640.9
SR57714,486.1
SR57715,771.3
SR57716,869.7
SR57717,958.2
SR57718,433.7
SR57719,1033
SR57720,679.8
SR57721,1149.9
SR57722,474.4
SR57723,633.6
SR57724,908.2
SR57725,786.6
SR57726,412.5
SR57727,920.5
SR57728,491.6
SR57729,243.3
SR57730,442.2
SR57731,284.8
SR57732,917.9
SR57733,709.8
SR57734,1055.8
SR57735,735.1
SR57736,702.5
SR57737,470.5
SR57738,612.4
SR57739,711.8
SR57740,648
SR57741,499.5
SR57742,582.6
SR57743,602.2
SR57744,432.9
SR57745,459.5
SR57746,483.2
SR57747,386.9
SR57748,322.3
SR57749,195.8
SR57750,160.9
SR57751,149.3
SR57752,113.5
SR57753,72.3
SR57754,61.1
SR57755,40.2
SR57756,33.9
SR57757,24.4
SR57758,15.1
SR57759,4.2
SR57760,0.8
SR57761,0.8
SR57762,0.6
SR57763,0.6
SR57764,0.4
SR57765,0.7
SR57766,0.8
SR57767,0.7
SR57768,0.7
SR57769,0.6
SR57770,0.5
SR57771,0.7
SR57772,0.7
SR57773,0.7
SR57774,0.6
SR57775,0.3
SR57776,0.5
SR57777,0.7
SR57778,0.8
SR57779,0.7
SR57780,0.7
SR57781,1.3
SR57782,0.7
SR57783,0.8
SR57784,0.6
SR57785,0.7
SR57786,0.6
SR57787,0.6
SR57788,0.5
SR57789,0.4
SR57790,0.6
SR57791,0.5
SR57792,0.8
SR57793,0.6
SR57794,0.7
SR57795,0.6
SR57796,0.7
SR57797,0.6
SR57798,0.7
SR57799,0.3
SR57800,0.6
SR57801,0.5
SR57802,0.6
SR57803,0.7
SR57804,0.5
SR57805,0.8
SR57806,0.4
SR57807,0.6
SR57808,0.6
SR57809,0.7
SR57810,0.6
SR57811,0.6
SR57812,0.6
SR57813,0.5
SR57814,0.7
SR57815,0.6
SR57816,0.6
SR57817,0.6
SR57818,0.5
SR57819,0.3
SR57820,0.4
SR57821,0.6
SR57822,0.8
SR57823,0.6
SR57824,0.7
SR57825,0.5
SR57826,0.6
SR57827,0.8
SR57828,0.6
SR57829,1.1
SR57830,3.8
SR57831,14.3
SR57832,30
SR57833,54
SR57834,87
SR57835,123.9
SR57836,162.4
SR57837,208.8
SR57838,255.8
SR57839,300.2
SR57840,345.1
SR57841,391.3
SR57842,442.1
SR57843,495.3
SR57844,528.1
SR57845,631
SR57846,607.7
SR57847,377.6
SR57848,755.2
SR57849,751.1
SR57850,879.8
SR57851,781.8
SR57852,900.6
SR57853,890.1
SR57854,748.5
SR57855,1028.8
SR57856,812.6
SR57857,609.5
SR57858,1006.7
SR57859,1051.1
SR57860,1027
SR57861,888.3
SR57862,1004.1
SR57863,1130.8
SR57864,1112.1
SR57865,1012.3
SR57866,1017.7
SR57867,1079
SR57868,1123.3
SR57869,577
SR57870,1092.2
SR57871,411.8
SR57872,905.5
SR57873,480.3
SR57874,426.5
SR57875,322.7
SR57876,277.1
SR57877,304
SR57878,432
SR57879,272.9
SR57880,258.7
SR57881,382.4
SR57882,445.4
SR57883,332.7
SR57884,639.9
SR57885,784.3
SR57886,547.8
SR57887,451.7
SR57888,569.6
SR57889,569.4
SR57890,534.8
SR57891,450.2
SR57892,369.7
SR57893,318.4
SR57894,259.7
SR57895,208.6
SR57896,155.4
SR57897,147.8
SR57898,109
SR57899,73.1
SR57900,46.3
SR57901,28.6
SR57902,14.9
SR57903,3.5
SR57904,0.9
SR57905,0.6
SR57906,0.6
SR57907,0.7
SR57908,0.6
SR57909,0.6
SR57910,0.8
SR57911,0.6
SR57912,0.7
SR57913,0.8
SR57914,0.7
SR57915,0.6
SR57916,0.5
SR57917,0.8
SR57918,0.6
SR57919,0.7
SR57920,0.8
SR57921,0.7
SR57922,0.6
SR57923,0.8
SR57924,0.8
SR57925,0.6
SR57926,0.4
SR57927,0.7
SR57928,0.7
SR57929,0.9
SR57930,0.7
SR57931,0.7
SR57932,0.5
SR57933,0.5
SR57934,0.6
SR57935,0.6
SR57936,0.7
SR57937,0.6
SR57938,0.8
SR57939,0.6
SR57940,0.7
SR57941,0.7
SR57942,0.6
SR57943,0.7
SR57944,0.6
SR57945,0.6
SR57946,0.7
SR57947,0.9
SR57948,0.6
SR57949,0.6
SR57950,0.6
SR57951,0.5
SR57952,0.6
SR57953,0.5
SR57954,0.6
SR57955,0.5
SR57956,0.6
SR57957,0.7
SR57958,0.9
SR57959,0.8
SR57960,0.7
SR57961,0.7
SR57962,0.8
SR57963,0.4
SR57964,0.7
SR57965,0.7
SR57966,0.8
SR57967,0.8
SR57968,0.6
SR57969,0.5
SR57970,0.6
SR57971,0.5
SR57972,0.6
SR57973,0.8
SR57974,3.3
SR57975,14.8
SR57976,28.5
SR57977,50.6
SR57978,75.7
SR57979,110.6
SR57980,148.3
SR57981,190.5
SR57982,214.5
SR57983,262.4
SR57984,313.2
SR57985,352.7
SR57986,421.4
SR57987,458
SR57988,509
SR57989,542.1
SR57990,416.9
SR57991,472.1
SR57992,561.3
SR57993,795.8
SR57994,569.6
SR57995,429.3
SR57996,333.4
SR57997,774.9
SR57998,904.7
SR57999,564
SR58000,508.4
SR58001,1007.8
SR58002,719.8
SR58003,611.1
SR58004,685.6
SR58005,728.4
SR58006,899.2
SR58007,837.3
SR58008,710.4
SR58009,518.8
SR58010,637.3
SR58011,706.4
SR58012,302.5
SR58013,779.1
SR58014,885.2
SR58015,965.9
SR58016,534.7
SR58017,770.1
SR58018,589.1
SR58019,308.7
SR58020,384.7
SR58021,401
SR58022,647.3
SR58023,720.6
SR58024,576.4
SR58025,818.8
SR58026,469.9
SR58027,310.2
SR58028,624.5
SR58029,540.8
SR58030,652.8
SR58031,443.2
SR58032,191.4
SR58033,244.5
SR58034,341.3
SR58035,350.6
SR58036,301
SR58037,274.2
SR58038,250.2
SR58039,217.4
SR58040,144.9
SR58041,104.6
SR58042,63.4
SR58043,52.3
SR58044,36.7
SR58045,21.1
SR58046,11.9
SR58047,1.9
SR58048,0.6
SR58049,0.7
SR58050,0.7
SR58051,0.8
SR58052,0.6
SR58053,0.6
SR58054,0.8
SR58055,0.6
SR58056,0.9
SR58057,0.8
SR58058,0.8
SR58059,0.7
SR58060,0.6
SR58061,0.8
SR58062,0.7
SR58063,0.5
SR58064,0.7
SR58065,0.5
SR58066,0.6
SR58067,0.7
SR58068,0.8
SR58069,0.6
SR58070,0.8
SR58071,0.7
SR58072,0.6
SR58073,0.7
SR58074,0.7
SR58075,0.6
SR58076,0.6
SR58077,0.6
SR58078,0.5
SR58079,0.8
SR58080,0.7
SR58081,0.5
SR58082,0.6
SR58083,1
SR58084,0.8
SR58085,0.8
SR58086,0.5
SR58087,0.7
SR58088,0.6
SR58089,0.6
SR58090,0.5
SR58091,0.9
SR58092,0.8
SR58093,0.8
SR58094,0.7
SR58095,0.7
SR58096,0.5
SR58097,0.7
SR58098,0.6
SR58099,0.6
SR58100,0.6
SR58101,0.5
SR58102,0.7
SR58103,0.5
SR58104,0.6
SR58105,0.5
SR58106,0.6
SR58107,0.8
SR58108,0.7
SR58109,0.6
SR58110,0.6
SR58111,0.7
SR58112,0.7
SR58113,0.7
SR58114,0.4
SR58115,0.5
SR58116,0.7
SR58117,0.8
SR58118,2.9
SR58119,15.7
SR58120,35.5
SR58121,56.9
SR58122,78.3
SR58123,92.6
SR58124,138.6
SR58125,191.7
SR58126,234.9
SR58127,283.2
SR58128,336
SR58129,384.2
SR58130,429.7
SR58131,459.7
SR58132,488.9
SR58133,581
SR58134,656.8
SR58135,607.7
SR58136,755.7
SR58137,664.3
SR58138,815.8
SR58139,830.7
SR58140,358
SR58141,531.9
SR58142,968
SR58143,535.8
SR58144,537.1
SR58145,435.4
SR58146,634.9
SR58147,439.6
SR58148,676.6
SR58149,678.5
SR58150,802.8
SR58151,1023.9
SR58152,1049.8
SR58153,1011.1
SR58154,829.4
SR58155,464.1
SR58156,697.7
SR58157,1092.9
SR58158,1059
SR58159,674.2
SR58160,394
SR58161,328.3
SR58162,674.9
SR58163,632.8
SR58164,286
SR58165,871.8
SR58166,242.7
SR58167,302.7
SR58168,803.6
SR58169,369.4
SR58170,272.1
SR58171,333.5
SR58172,218.6
SR58173,318.1
SR58174,153
SR58175,177.7
SR58176,200.5
SR58177,335.9
SR58178,253.8
SR58179,331.9
SR58180,389.9
SR58181,344.5
SR58182,301.1
SR58183,243.5
SR58184,175.5
SR58185,124.1
SR58186,90
SR58187,69.1
SR58188,44.3
SR58189,23.3
SR58190,9.4
SR58191,2.5
SR58192,0.8
SR58193,0.6
SR58194,1.1
SR58195,0.6
SR58196,0.6
SR58197,0.6
SR58198,0.6
SR58199,0.7
SR58200,0.7
SR58201,0.8
SR58202,0.7
SR58203,0.8
SR58204,0.8
SR58205,0.6
SR58206,0.7
SR58207,0.5
SR58208,0.8
SR58209,0.6
SR58210,0.7
SR58211,0.6
SR58212,0.7
SR58213,0.6
SR58214,0.8
SR58215,0.6
SR58216,0.8
SR58217,0.6
SR58218,0.7
SR58219,0.6
SR58220,0.7
SR58221,0.8
SR58222,0.5
SR58223,0.5
SR58224,0.8
SR58225,1.2
SR58226,0.3
SR58227,0.8
SR58228,1.3
SR58229,1.1
SR58230,0.9
SR58231,0.7
SR58232,0.8
SR58233,0.6
SR58234,0.9
SR58235,1.2
SR58236,1.3
SR58237,1
SR58238,1
SR58239,0.8
SR58240,0.8
SR58241,0.8
SR58242,0.8
SR58243,0.6
SR58244,0.9
SR58245,1
SR58246,1
SR58247,0.8
SR58248,0.7
SR58249,0.6
SR58250,0.6
SR58251,0.8
SR58252,1
SR58253,0.8
SR58254,0.8
SR58255,0.5
SR58256,0.7
SR58257,0.8
SR58258,0.5
SR58259,0.7
SR58260,0.9
SR58261,0.9
SR58262,5
SR58263,20.2
SR58264,33.5
SR58265,57.2
SR58266,85.9
SR58267,118.7
SR58268,153.6
SR58269,194.8
SR58270,228.8
SR58271,233.8
SR58272,242.5
SR58273,246.9
SR58274,374.1
SR58275,358
SR58276,427.9
SR58277,297.7
SR58278,245
SR58279,319.8
SR58280,339.7
SR58281,362
SR58282,528.8
SR58283,517.4
SR58284,611.3
SR58285,694.4
SR58286,720.1
SR58287,744.6
SR58288,904.8
SR58289,848.2
SR58290,540
SR58291,836
SR58292,837.7
SR58293,759
SR58294,863.1
SR58295,927.2
SR58296,798.3
SR58297,1031.3
SR58298,1019
SR58299,1078.4
SR58300,1033.3
SR58301,1011.5
SR58302,1011.4
SR58303,1035.3
SR58304,645.2
SR58305,852.8
SR58306,1027.5
SR58307,966.9
SR58308,993.7
SR58309,1045.7
SR58310,558
SR58311,358.6
SR58312,357.8
SR58313,603.4
SR58314,859.7
SR58315,548.1
SR58316,590.9
SR58317,688.4
SR58318,643.3
SR58319,611.5
SR58320,571.3
SR58321,517.9
SR58322,455.7
SR58323,404.6
SR58324,330.3
SR58325,303.4
SR58326,262.3
SR58327,217.4
SR58328,174.6
SR58329,133.2
SR58330,104.7
SR58331,75.9
SR58332,43
SR58333,20.5
SR58334,11.5
SR58335,3.3
SR58336,0.8
SR58337,0.7
SR58338,0.5
SR58339,0.9
SR58340,0.7
SR58341,0.7
SR58342,0.8
SR58343,0.7
SR58344,0.5
SR58345,0.7
SR58346,0.7
SR58347,0.8
SR58348,0.7
SR58349,0.7
SR58350,0.8
SR58351,0.8
SR58352,0.5
SR58353,0.7
SR58354,0.8
SR58355,0.7
SR58356,0.7
SR58357,0.7
SR58358,0.8
SR58359,0.6
SR58360,0.8
SR58361,0.8
SR58362,0.8
SR58363,0.8
SR58364,0.7
SR58365,0.4
SR58366,1.5
SR58367,1.6
SR58368,1.2
SR58369,0.9
SR58370,0.9
SR58371,0.8
SR58372,0.7
SR58373,0.8
SR58374,0.9
SR58375,0.6
SR58376,0.9
SR58377,1.1
SR58378,1
SR58379,0.8
SR58380,0.9
SR58381,0.8
SR58382,0.9
SR58383,0.7
SR58384,0.6
SR58385,0.8
SR58386,0.7
SR58387,0.7
SR58388,0.7
SR58389,0.7
SR58390,0.7
SR58391,0.7
SR58392,0.7
SR58393,0.9
SR58394,0.8
SR58395,0.7
SR58396,0.9
SR58397,0.7
SR58398,0.9
SR58399,0.7
SR58400,0.6
SR58401,0.7
SR58402,0.6
SR58403,0.7
SR58404,0.7
SR58405,0.9
SR58406,2.8
SR58407,15.4
SR58408,30.5
SR58409,45.4
SR58410,60.2
SR58411,71.4
SR58412,78.5
SR58413,94.9
SR58414,106.8
SR58415,169.7
SR58416,199.1
SR58417,317.1
SR58418,342.1
SR58419,424
SR58420,526.4
SR58421,469.3
SR58422,566.3
SR58423,553.4
SR58424,626.2
SR58425,559.2
SR58426,419.6
SR58427,852.2
SR58428,842
SR58429,795.5
SR58430,894.3
SR58431,925.9
SR58432,946.4
SR58433,966.9
SR58434,986.1
SR58435,997.5
SR58436,1011.8
SR58437,1028.5
SR58438,1038.5
SR58439,1056.6
SR58440,1094.7
SR58441,1027.6
SR58442,857.6
SR58443,1051
SR58444,640.1
SR58445,967.9
SR58446,909
SR58447,410.1
SR58448,1073.7
SR58449,1050
SR58450,953.8
SR58451,1017
SR58452,1005.9
SR58453,914.9
SR58454,934.4
SR58455,751.1
SR58456,467.6
SR58457,318.7
SR58458,292.3
SR58459,308.8
SR58460,469.2
SR58461,351.5
SR58462,481.7
SR58463,559.2
SR58464,577.7
SR58465,527.8
SR58466,414.6
SR58467,395.3
SR58468,297.1
SR58469,80.2
SR58470,55.2
SR58471,42.7
SR58472,35.2
SR58473,30.6
SR58474,26.4
SR58475,22.7
SR58476,19.6
SR58477,14.8
SR58478,6.5
SR58479,2
SR58480,0.8
SR58481,0.8
SR58482,0.7
SR58483,0.7
SR58484,0.6
SR58485,0.8
SR58486,0.6
SR58487,0.6
SR58488,0.6
SR58489,0.9
SR58490,0.7
SR58491,0.4
SR58492,0.6
SR58493,0.5
SR58494,0.8
SR58495,0.7
SR58496,0.7
SR58497,0.7
SR58498,0.7
SR58499,0.6
SR58500,0.9
SR58501,0.5
SR58502,0.7
SR58503,0.6
SR58504,0.7
SR58505,0.7
SR58506,0.8
SR58507,0.8
SR58508,0.6
SR58509,0.7
SR58510,0.5
SR58511,0.6
SR58512,0.7
SR58513,0.8
SR58514,1
SR58515,1.2
SR58516,0.9
SR58517,1
SR58518,0.7
SR58519,0.6
SR58520,1
SR58521,0.7
SR58522,0.8
SR58523,0.7
SR58524,0.8
SR58525,0.5
SR58526,0.7
SR58527,0.8
SR58528,0.6
SR58529,0.5
SR58530,0.8
SR58531,0.7
SR58532,0.6
SR58533,0.3
SR58534,0.4
SR58535,0.6
SR58536,0.5
SR58537,0.3
SR58538,0.5
SR58539,0.7
SR58540,0.2
SR58541,0.4
SR58542,0.7
SR58543,0.7
SR58544,0.9
SR58545,0.9
SR58546,0.9
SR58547,0.9
SR58548,0.7
SR58549,0.7
SR58550,2.3
SR58551,6.5
SR58552,10.9
SR58553,16.7
SR58554,23.2
SR58555,30.9
SR58556,36.9
SR58557,57.8
SR58558,158.4
SR58559,212.8
SR58560,262.2
SR58561,328.2
SR58562,313
SR58563,225.7
SR58564,192.6
SR58565,237.4
SR58566,266.1
SR58567,357.4
SR58568,493.9
SR58569,557.2
SR58570,401.3
SR58571,321.8
SR58572,476.9
SR58573,600.4
SR58574,659.1
SR58575,450.9
SR58576,475
SR58577,517.1
SR58578,417.6
SR58579,399.7
SR58580,387.6
SR58581,449.2
SR58582,451.7
SR58583,445.8
SR58584,441
SR58585,427.8
SR58586,430.1
SR58587,473.1
SR58588,515.7
SR58589,466.6
SR58590,388.2
SR58591,438.2
SR58592,512.1
SR58593,471.9
SR58594,421.7
SR58595,420.5
SR58596,373.7
SR58597,388.9
SR58598,416.1
SR58599,394
SR58600,361
SR58601,388
SR58602,364.3
SR58603,324.1
SR58604,291.8
SR58605,275.4
SR58606,263.2
SR58607,232.2
SR58608,200.2
SR58609,186
SR58610,177.9
SR58611,165.2
SR58612,147.5
SR58613,133.6
SR58614,120.7
SR58615,106.5
SR58616,91.4
SR58617,77.3
SR58618,62.9
SR58619,48.8
SR58620,35.6
SR58621,23.6
SR58622,12.2
SR58623,2.3
SR58624,0.8
SR58625,0.9
SR58626,0.8
SR58627,0.7
SR58628,0.6
SR58629,0.8
SR58630,0.6
SR58631,0.8
SR58632,0.6
SR58633,0.6
SR58634,0.6
SR58635,0.7
SR58636,0.6
SR58637,0.5
SR58638,0.8
SR58639,0.5
SR58640,0.6
SR58641,0.6
SR58642,0.7
SR58643,1.2
SR58644,0.6
SR58645,0.7
SR58646,0.8
SR58647,0.9
SR58648,1
SR58649,0.5
SR58650,1
SR58651,0.7
SR58652,0.7
SR58653,0.5
SR58654,0.7
SR58655,0.8
SR58656,0.6
SR58657,0.7
SR58658,0.7
SR58659,0.5
SR58660,0.7
SR58661,0.5
SR58662,0.7
SR58663,0.6
SR58664,0.6
SR58665,0.7
SR58666,0.4
SR58667,0.6
SR58668,0.7
SR58669,0.7
SR58670,0.5
SR58671,0.5
SR58672,0.7
SR58673,0.6
SR58674,0.7
SR58675,0.5
SR58676,0.5
SR58677,0.8
SR58678,0.7
SR58679,0.3
SR58680,0.8
SR58681,0.7
SR58682,0.7
SR58683,0.7
SR58684,0.5
SR58685,0.7
SR58686,0.6
SR58687,0.6
SR58688,0.7
SR58689,0.7
SR58690,0.5
SR58691,0.8
SR58692,0.5
SR58693,1.3
SR58694,5.1
SR58695,19
SR58696,37.3
SR58697,66.5
SR58698,105.3
SR58699,143
SR58700,179.8
SR58701,210.7
SR58702,237
SR58703,271.8
SR58704,320.5
SR58705,378.4
SR58706,427
SR58707,469.9
SR58708,528.4
SR58709,601.7
SR58710,569.9
SR58711,683.5
SR58712,727.2
SR58713,751.6
SR58714,797.5
SR58715,824.5
SR58716,855.3
SR58717,894.6
SR58718,916
SR58719,944.1
SR58720,944.1
SR58721,949.7
SR58722,1018.2
SR58723,1017.5
SR58724,791.7
SR58725,721.3
SR58726,354.1
SR58727,834.5
SR58728,299
SR58729,737.3
SR58730,978.9
SR58731,908.3
SR58732,1054.7
SR58733,958.9
SR58734,1089.8
SR58735,1041.1
SR58736,1075
SR58737,1029.2
SR58738,966.2
SR58739,988.6
SR58740,984.9
SR58741,973.3
SR58742,967
SR58743,915.6
SR58744,880.8
SR58745,831.5
SR58746,730.5
SR58747,783.4
SR58748,720
SR58749,676.5
SR58750,676.7
SR58751,673.2
SR58752,567.4
SR58753,536.2
SR58754,502
SR58755,430.7
SR58756,330.8
SR58757,279.7
SR58758,260.1
SR58759,211.5
SR58760,184.2
SR58761,155.5
SR58762,111.8
SR58763,80.3
SR58764,58.3
SR58765,39.4
SR58766,20.1
SR58767,4.4
SR58768,1.9
SR58769,0.8
SR58770,0.6
SR58771,0.6
SR58772,0.7
SR58773,0.4
SR58774,0.7
SR58775,0.8
SR58776,0.7
SR58777,0.6
SR58778,0.8
SR58779,0.6
SR58780,0.6
SR58781,0.5
SR58782,0.5
SR58783,0.6
SR58784,0.6
SR58785,0.9
SR58786,0.8
SR58787,0.4
SR58788,0.5
SR58789,0.5
SR58790,0.7
SR58791,0.5
SR58792,0.6
SR58793,0.4
SR58794,0.5
SR58795,0.6
SR58796,0.7
SR58797,0.6
SR58798,0.7
SR58799,0.9
SR58800,0.6
SR58801,0.4
SR58802,0.6
SR58803,0.6
SR58804,0.8
SR58805,0.7
SR58806,0.8
SR58807,0.6
SR58808,0.5
SR58809,0.4
SR58810,0.4
SR58811,0.5
SR58812,0.5
SR58813,0.5
SR58814,0.6
SR58815,0.4
SR58816,0.4
SR58817,0.4
SR58818,0.6
SR58819,0.4
SR58820,0.6
SR58821,0.7
SR58822,0.5
SR58823,0.5
SR58824,0.4
SR58825,0.4
SR58826,0.4
SR58827,0.8
SR58828,0.5
SR58829,0.6
SR58830,0.6
SR58831,0.5
SR58832,0.6
SR58833,0.5
SR58834,0.6
SR58835,0.4
SR58836,0.6
SR58837,1.1
SR58838,3.4
SR58839,17.2
SR58840,34.3
SR58841,60.2
SR58842,92.9
SR58843,133.1
SR58844,172.7
SR58845,211.7
SR58846,255
SR58847,305.3
SR58848,360.4
SR58849,412.9
SR58850,464
SR58851,518.7
SR58852,566.1
SR58853,619.8
SR58854,615.1
SR58855,540.6
SR58856,681.5
SR58857,624.7
SR58858,690
SR58859,539.1
SR58860,600.8
SR58861,703.7
SR58862,688
SR58863,563.5
SR58864,725.8
SR58865,494.8
SR58866,753.9
SR58867,1061.2
SR58868,382
SR58869,995.1
SR58870,966.3
SR58871,721.9
SR58872,1009
SR58873,1032.8
SR58874,994.9
SR58875,1071.3
SR58876,1064.3
SR58877,1049.8
SR58878,1027.2
SR58879,1041.1
SR58880,1031.2
SR58881,1001.2
SR58882,992.1
SR58883,989
SR58884,966.8
SR58885,936.7
SR58886,897.2
SR58887,865.8
SR58888,848.7
SR58889,840.6
SR58890,834.3
SR58891,789.5
SR58892,235.9
SR58893,490.6
SR58894,670
SR58895,639.4
SR58896,520.7
SR58897,328.4
SR58898,203.8
SR58899,271.9
SR58900,268.1
SR58901,266
SR58902,226.3
SR58903,204.3
SR58904,151.5
SR58905,132.5
SR58906,98.7
SR58907,67.5
SR58908,38.6
SR58909,22.7
SR58910,7.7
SR58911,2.5
SR58912,0.7
SR58913,0.7
SR58914,0.6
SR58915,0.7
SR58916,0.7
SR58917,0.9
SR58918,0.6
SR58919,0.7
SR58920,0.5
SR58921,0.6
SR58922,0.4
SR58923,0.6
SR58924,0.6
SR58925,0.7
SR58926,0.8
SR58927,0.7
SR58928,0.7
SR58929,0.6
SR58930,0.5
SR58931,0.7
SR58932,0.8
SR58933,0.7
SR58934,0.6
SR58935,0.6
SR58936,0.7
SR58937,0.6
SR58938,0.7
SR58939,0.7
SR58940,0.7
SR58941,0.8
SR58942,1
SR58943,0.6
SR58944,0.7
SR58945,0.5
SR58946,0.7
